Sexo;Total Nacional;Comunidades y Ciudades Autónomas;Tipo de medicamento;Recetado;Total
Ambos sexos;Total;Cantabria;Medicinas para el catarro, gripe, garganta, bronquios;Recetado;98,97
Ambos sexos;Total;Cantabria;Medicinas para el catarro, gripe, garganta, bronquios;No recetado;1,03
Ambos sexos;Total;Cantabria;Medicinas para el dolor;TOTAL;100,00
Ambos sexos;Total;Cantabria;Medicinas para el dolor;Recetado;95,86
Ambos sexos;Total;Cantabria;Medicinas para el dolor;No recetado;4,14
Ambos sexos;Total;Cantabria;Medicinas para bajar la fiebre;TOTAL;100,00
Ambos sexos;Total;Cantabria;Medicinas para bajar la fiebre;Recetado;100,00
Ambos sexos;Total;Cantabria;Medicinas para bajar la fiebre;No recetado;0,00
Ambos sexos;Total;Cantabria;Reconstituyentes (vitaminas, minerales, tónicos);TOTAL;100,00
Ambos sexos;Total;Cantabria;Reconstituyentes (vitaminas, minerales, tónicos);Recetado;100,00
Ambos sexos;Total;Cantabria;Reconstituyentes (vitaminas, minerales, tónicos);No recetado;0,00
Ambos sexos;Total;Cantabria;Laxantes;TOTAL;100,00
Ambos sexos;Total;Cantabria;Laxantes;Recetado;86,78
Ambos sexos;Total;Cantabria;Laxantes;No recetado;13,22
Ambos sexos;Total;Cantabria;Antibióticos;TOTAL;100,00
Ambos sexos;Total;Cantabria;Antibióticos;Recetado;100,00
Ambos sexos;Total;Cantabria;Antibióticos;No recetado;0,00
Ambos sexos;Total;Cantabria;Tranquilizantes, relajantes, pastillas para dormir;TOTAL;100,00
Ambos sexos;Total;Cantabria;Tranquilizantes, relajantes, pastillas para dormir;Recetado;100,00
Ambos sexos;Total;Cantabria;Tranquilizantes, relajantes, pastillas para dormir;No recetado;0,00
Ambos sexos;Total;Cantabria;Medicamentos para la alergia;TOTAL;100,00
Ambos sexos;Total;Cantabria;Medicamentos para la alergia;Recetado;100,00
Ambos sexos;Total;Cantabria;Medicamentos para la alergia;No recetado;0,00
Ambos sexos;Total;Cantabria;Medicinas para el reuma;TOTAL;100,00
Ambos sexos;Total;Cantabria;Medicinas para el reuma;Recetado;100,00
Ambos sexos;Total;Cantabria;Medicinas para el reuma;No recetado;0,00
Ambos sexos;Total;Cantabria;Medicinas para el corazón;TOTAL;100,00
Ambos sexos;Total;Cantabria;Medicinas para el corazón;Recetado;100,00
Ambos sexos;Total;Cantabria;Medicinas para el corazón;No recetado;0,00
Ambos sexos;Total;Cantabria;Medicinas para la tensión arterial;TOTAL;100,00
Ambos sexos;Total;Cantabria;Medicinas para la tensión arterial;Recetado;99,51
Ambos sexos;Total;Cantabria;Medicinas para la tensión arterial;No recetado;0,49
Ambos sexos;Total;Cantabria;Medicinas para el estómago y/o alteraciones digestivas;TOTAL;100,00
Ambos sexos;Total;Cantabria;Medicinas para el estómago y/o alteraciones digestivas;Recetado;100,00
Ambos sexos;Total;Cantabria;Medicinas para el estómago y/o alteraciones digestivas;No recetado;0,00
Ambos sexos;Total;Cantabria;Antidepresivos, estimulantes;TOTAL;100,00
Ambos sexos;Total;Cantabria;Antidepresivos, estimulantes;Recetado;100,00
Ambos sexos;Total;Cantabria;Antidepresivos, estimulantes;No recetado;0,00
Ambos sexos;Total;Cantabria;Píldoras para no quedar embarazada;TOTAL;0,00
Ambos sexos;Total;Cantabria;Píldoras para no quedar embarazada;Recetado;0,00
Ambos sexos;Total;Cantabria;Píldoras para no quedar embarazada;No recetado;0,00
Ambos sexos;Total;Cantabria;Hormonas para la menopausia;TOTAL;0,00
Ambos sexos;Total;Cantabria;Hormonas para la menopausia;Recetado;0,00
Ambos sexos;Total;Cantabria;Hormonas para la menopausia;No recetado;0,00
Ambos sexos;Total;Cantabria;Medicamentos para el colesterol;TOTAL;100,00
Ambos sexos;Total;Cantabria;Medicamentos para el colesterol;Recetado;100,00
Ambos sexos;Total;Cantabria;Medicamentos para el colesterol;No recetado;0,00
Ambos sexos;Total;Cantabria;Medicamentos para la diabetes;TOTAL;100,00
Ambos sexos;Total;Cantabria;Medicamentos para la diabetes;Recetado;100,00
Ambos sexos;Total;Cantabria;Medicamentos para la diabetes;No recetado;0,00
Ambos sexos;Total;Cantabria;Medicamentos para el tiroides;TOTAL;100,00
Ambos sexos;Total;Cantabria;Medicamentos para el tiroides;Recetado;100,00
Ambos sexos;Total;Cantabria;Medicamentos para el tiroides;No recetado;0,00
Ambos sexos;Total;Cantabria;Otros medicamentos;TOTAL;100,00
Ambos sexos;Total;Cantabria;Otros medicamentos;Recetado;100,00
Ambos sexos;Total;Cantabria;Otros medicamentos;No recetado;0,00
Ambos sexos;Total;Castilla y León;Medicinas para el catarro, gripe, garganta, bronquios;TOTAL;100,00
Ambos sexos;Total;Castilla y León;Medicinas para el catarro, gripe, garganta, bronquios;Recetado;74,14
Ambos sexos;Total;Castilla y León;Medicinas para el catarro, gripe, garganta, bronquios;No recetado;25,86
Ambos sexos;Total;Castilla y León;Medicinas para el dolor;TOTAL;100,00
Ambos sexos;Total;Castilla y León;Medicinas para el dolor;Recetado;86,98
Ambos sexos;Total;Castilla y León;Medicinas para el dolor;No recetado;13,02
Ambos sexos;Total;Castilla y León;Medicinas para bajar la fiebre;TOTAL;100,00
Ambos sexos;Total;Castilla y León;Medicinas para bajar la fiebre;Recetado;88,75
Ambos sexos;Total;Castilla y León;Medicinas para bajar la fiebre;No recetado;11,25
Ambos sexos;Total;Castilla y León;Reconstituyentes (vitaminas, minerales, tónicos);TOTAL;100,00
Ambos sexos;Total;Castilla y León;Reconstituyentes (vitaminas, minerales, tónicos);Recetado;68,57
Ambos sexos;Total;Castilla y León;Reconstituyentes (vitaminas, minerales, tónicos);No recetado;31,43
Ambos sexos;Total;Castilla y León;Laxantes;TOTAL;100,00
Ambos sexos;Total;Castilla y León;Laxantes;Recetado;85,04
Ambos sexos;Total;Castilla y León;Laxantes;No recetado;14,96
Ambos sexos;Total;Castilla y León;Antibióticos;TOTAL;100,00
Ambos sexos;Total;Castilla y León;Antibióticos;Recetado;98,26
Ambos sexos;Total;Castilla y León;Antibióticos;No recetado;1,74
Ambos sexos;Total;Castilla y León;Tranquilizantes, relajantes, pastillas para dormir;TOTAL;100,00
Ambos sexos;Total;Castilla y León;Tranquilizantes, relajantes, pastillas para dormir;Recetado;98,90
Ambos sexos;Total;Castilla y León;Tranquilizantes, relajantes, pastillas para dormir;No recetado;1,10
Ambos sexos;Total;Castilla y León;Medicamentos para la alergia;TOTAL;100,00
Ambos sexos;Total;Castilla y León;Medicamentos para la alergia;Recetado;89,39
Ambos sexos;Total;Castilla y León;Medicamentos para la alergia;No recetado;10,61
Ambos sexos;Total;Castilla y León;Medicinas para el reuma;TOTAL;100,00
Ambos sexos;Total;Castilla y León;Medicinas para el reuma;Recetado;100,00
Ambos sexos;Total;Castilla y León;Medicinas para el reuma;No recetado;0,00
Ambos sexos;Total;Castilla y León;Medicinas para el corazón;TOTAL;100,00
Ambos sexos;Total;Castilla y León;Medicinas para el corazón;Recetado;100,00
Ambos sexos;Total;Castilla y León;Medicinas para el corazón;No recetado;0,00
Ambos sexos;Total;Castilla y León;Medicinas para la tensión arterial;TOTAL;100,00
Ambos sexos;Total;Castilla y León;Medicinas para la tensión arterial;Recetado;99,53
Ambos sexos;Total;Castilla y León;Medicinas para la tensión arterial;No recetado;0,47
Ambos sexos;Total;Castilla y León;Medicinas para el estómago y/o alteraciones digestivas;TOTAL;100,00
Ambos sexos;Total;Castilla y León;Medicinas para el estómago y/o alteraciones digestivas;Recetado;97,56
Ambos sexos;Total;Castilla y León;Medicinas para el estómago y/o alteraciones digestivas;No recetado;2,44
Ambos sexos;Total;Castilla y León;Antidepresivos, estimulantes;TOTAL;100,00
Ambos sexos;Total;Castilla y León;Antidepresivos, estimulantes;Recetado;100,00
Ambos sexos;Total;Castilla y León;Antidepresivos, estimulantes;No recetado;0,00
Ambos sexos;Total;Castilla y León;Píldoras para no quedar embarazada;TOTAL;0,00
Ambos sexos;Total;Castilla y León;Píldoras para no quedar embarazada;Recetado;0,00
Ambos sexos;Total;Castilla y León;Píldoras para no quedar embarazada;No recetado;0,00
Ambos sexos;Total;Castilla y León;Hormonas para la menopausia;TOTAL;0,00
Ambos sexos;Total;Castilla y León;Hormonas para la menopausia;Recetado;0,00
Ambos sexos;Total;Castilla y León;Hormonas para la menopausia;No recetado;0,00
Ambos sexos;Total;Castilla y León;Medicamentos para el colesterol;TOTAL;100,00
Ambos sexos;Total;Castilla y León;Medicamentos para el colesterol;Recetado;100,00
Ambos sexos;Total;Castilla y León;Medicamentos para el colesterol;No recetado;0,00
Ambos sexos;Total;Castilla y León;Medicamentos para la diabetes;TOTAL;100,00
Ambos sexos;Total;Castilla y León;Medicamentos para la diabetes;Recetado;100,00
Ambos sexos;Total;Castilla y León;Medicamentos para la diabetes;No recetado;0,00
Ambos sexos;Total;Castilla y León;Medicamentos para el tiroides;TOTAL;100,00
Ambos sexos;Total;Castilla y León;Medicamentos para el tiroides;Recetado;100,00
Ambos sexos;Total;Castilla y León;Medicamentos para el tiroides;No recetado;0,00
Ambos sexos;Total;Castilla y León;Otros medicamentos;TOTAL;100,00
Ambos sexos;Total;Castilla y León;Otros medicamentos;Recetado;91,98
Ambos sexos;Total;Castilla y León;Otros medicamentos;No recetado;8,02
Ambos sexos;Total;Castilla-La Mancha;Medicinas para el catarro, gripe, garganta, bronquios;TOTAL;100,00
Ambos sexos;Total;Castilla-La Mancha;Medicinas para el catarro, gripe, garganta, bronquios;Recetado;79,12
Ambos sexos;Total;Castilla-La Mancha;Medicinas para el catarro, gripe, garganta, bronquios;No recetado;20,88
Ambos sexos;Total;Castilla-La Mancha;Medicinas para el dolor;TOTAL;100,00
Ambos sexos;Total;Castilla-La Mancha;Medicinas para el dolor;Recetado;74,91
Ambos sexos;Total;Castilla-La Mancha;Medicinas para el dolor;No recetado;25,09
Ambos sexos;Total;Castilla-La Mancha;Medicinas para bajar la fiebre;TOTAL;100,00
Ambos sexos;Total;Castilla-La Mancha;Medicinas para bajar la fiebre;Recetado;94,46
Ambos sexos;Total;Castilla-La Mancha;Medicinas para bajar la fiebre;No recetado;5,54
Ambos sexos;Total;Castilla-La Mancha;Reconstituyentes (vitaminas, minerales, tónicos);TOTAL;100,00
Ambos sexos;Total;Castilla-La Mancha;Reconstituyentes (vitaminas, minerales, tónicos);Recetado;78,87
Ambos sexos;Total;Castilla-La Mancha;Reconstituyentes (vitaminas, minerales, tónicos);No recetado;21,13
Ambos sexos;Total;Castilla-La Mancha;Laxantes;TOTAL;100,00
Ambos sexos;Total;Castilla-La Mancha;Laxantes;Recetado;71,56
Ambos sexos;Total;Castilla-La Mancha;Laxantes;No recetado;28,44
Ambos sexos;Total;Castilla-La Mancha;Antibióticos;TOTAL;100,00
Ambos sexos;Total;Castilla-La Mancha;Antibióticos;Recetado;100,00
Ambos sexos;Total;Castilla-La Mancha;Antibióticos;No recetado;0,00
Ambos sexos;Total;Castilla-La Mancha;Tranquilizantes, relajantes, pastillas para dormir;TOTAL;100,00
Ambos sexos;Total;Castilla-La Mancha;Tranquilizantes, relajantes, pastillas para dormir;Recetado;99,72
Ambos sexos;Total;Castilla-La Mancha;Tranquilizantes, relajantes, pastillas para dormir;No recetado;0,28
Ambos sexos;Total;Castilla-La Mancha;Medicamentos para la alergia;TOTAL;100,00
Ambos sexos;Total;Castilla-La Mancha;Medicamentos para la alergia;Recetado;100,00
Ambos sexos;Total;Castilla-La Mancha;Medicamentos para la alergia;No recetado;0,00
Ambos sexos;Total;Castilla-La Mancha;Medicinas para el reuma;TOTAL;100,00
Ambos sexos;Total;Castilla-La Mancha;Medicinas para el reuma;Recetado;100,00
Ambos sexos;Total;Castilla-La Mancha;Medicinas para el reuma;No recetado;0,00
Ambos sexos;Total;Castilla-La Mancha;Medicinas para el corazón;TOTAL;100,00
Ambos sexos;Total;Castilla-La Mancha;Medicinas para el corazón;Recetado;100,00
Ambos sexos;Total;Castilla-La Mancha;Medicinas para el corazón;No recetado;0,00
Ambos sexos;Total;Castilla-La Mancha;Medicinas para la tensión arterial;TOTAL;100,00
Ambos sexos;Total;Castilla-La Mancha;Medicinas para la tensión arterial;Recetado;100,00
Ambos sexos;Total;Castilla-La Mancha;Medicinas para la tensión arterial;No recetado;0,00
Ambos sexos;Total;Castilla-La Mancha;Medicinas para el estómago y/o alteraciones digestivas;TOTAL;100,00
Ambos sexos;Total;Castilla-La Mancha;Medicinas para el estómago y/o alteraciones digestivas;Recetado;98,56
Ambos sexos;Total;Castilla-La Mancha;Medicinas para el estómago y/o alteraciones digestivas;No recetado;1,44
Ambos sexos;Total;Castilla-La Mancha;Antidepresivos, estimulantes;TOTAL;100,00
Ambos sexos;Total;Castilla-La Mancha;Antidepresivos, estimulantes;Recetado;100,00
Ambos sexos;Total;Castilla-La Mancha;Antidepresivos, estimulantes;No recetado;0,00
Ambos sexos;Total;Castilla-La Mancha;Píldoras para no quedar embarazada;TOTAL;0,00
Ambos sexos;Total;Castilla-La Mancha;Píldoras para no quedar embarazada;Recetado;0,00
Ambos sexos;Total;Castilla-La Mancha;Píldoras para no quedar embarazada;No recetado;0,00
Ambos sexos;Total;Castilla-La Mancha;Hormonas para la menopausia;TOTAL;0,00
Ambos sexos;Total;Castilla-La Mancha;Hormonas para la menopausia;Recetado;0,00
Ambos sexos;Total;Castilla-La Mancha;Hormonas para la menopausia;No recetado;0,00
Ambos sexos;Total;Castilla-La Mancha;Medicamentos para el colesterol;TOTAL;100,00
Ambos sexos;Total;Castilla-La Mancha;Medicamentos para el colesterol;Recetado;99,93
Ambos sexos;Total;Castilla-La Mancha;Medicamentos para el colesterol;No recetado;0,07
Ambos sexos;Total;Castilla-La Mancha;Medicamentos para la diabetes;TOTAL;100,00
Ambos sexos;Total;Castilla-La Mancha;Medicamentos para la diabetes;Recetado;100,00
Ambos sexos;Total;Castilla-La Mancha;Medicamentos para la diabetes;No recetado;0,00
Ambos sexos;Total;Castilla-La Mancha;Medicamentos para el tiroides;TOTAL;100,00
Ambos sexos;Total;Castilla-La Mancha;Medicamentos para el tiroides;Recetado;100,00
Ambos sexos;Total;Castilla-La Mancha;Medicamentos para el tiroides;No recetado;0,00
Ambos sexos;Total;Castilla-La Mancha;Otros medicamentos;TOTAL;100,00
Ambos sexos;Total;Castilla-La Mancha;Otros medicamentos;Recetado;97,07
Ambos sexos;Total;Castilla-La Mancha;Otros medicamentos;No recetado;2,93
Ambos sexos;Total;Cataluña;Medicinas para el catarro, gripe, garganta, bronquios;TOTAL;100,00
Ambos sexos;Total;Cataluña;Medicinas para el catarro, gripe, garganta, bronquios;Recetado;74,02
Ambos sexos;Total;Cataluña;Medicinas para el catarro, gripe, garganta, bronquios;No recetado;25,98
Ambos sexos;Total;Cataluña;Medicinas para el dolor;TOTAL;100,00
Ambos sexos;Total;Cataluña;Medicinas para el dolor;Recetado;83,19
Ambos sexos;Total;Cataluña;Medicinas para el dolor;No recetado;16,81
Ambos sexos;Total;Cataluña;Medicinas para bajar la fiebre;TOTAL;100,00
Ambos sexos;Total;Cataluña;Medicinas para bajar la fiebre;Recetado;82,51
Ambos sexos;Total;Cataluña;Medicinas para bajar la fiebre;No recetado;17,49
Ambos sexos;Total;Cataluña;Reconstituyentes (vitaminas, minerales, tónicos);TOTAL;100,00
Ambos sexos;Total;Cataluña;Reconstituyentes (vitaminas, minerales, tónicos);Recetado;58,71
Ambos sexos;Total;Cataluña;Reconstituyentes (vitaminas, minerales, tónicos);No recetado;41,29
Ambos sexos;Total;Cataluña;Laxantes;TOTAL;100,00
Ambos sexos;Total;Cataluña;Laxantes;Recetado;80,40
Ambos sexos;Total;Cataluña;Laxantes;No recetado;19,60
Ambos sexos;Total;Cataluña;Antibióticos;TOTAL;100,00
Ambos sexos;Total;Cataluña;Antibióticos;Recetado;100,00
Ambos sexos;Total;Cataluña;Antibióticos;No recetado;0,00
Ambos sexos;Total;Cataluña;Tranquilizantes, relajantes, pastillas para dormir;TOTAL;100,00
Ambos sexos;Total;Cataluña;Tranquilizantes, relajantes, pastillas para dormir;Recetado;96,40
Ambos sexos;Total;Cataluña;Tranquilizantes, relajantes, pastillas para dormir;No recetado;3,60
Ambos sexos;Total;Cataluña;Medicamentos para la alergia;TOTAL;100,00
Ambos sexos;Total;Cataluña;Medicamentos para la alergia;Recetado;98,59
Ambos sexos;Total;Cataluña;Medicamentos para la alergia;No recetado;1,41
Ambos sexos;Total;Cataluña;Medicinas para el reuma;TOTAL;100,00
Ambos sexos;Total;Cataluña;Medicinas para el reuma;Recetado;100,00
Ambos sexos;Total;Cataluña;Medicinas para el reuma;No recetado;0,00
Ambos sexos;Total;Cataluña;Medicinas para el corazón;TOTAL;100,00
Ambos sexos;Total;Cataluña;Medicinas para el corazón;Recetado;100,00
Ambos sexos;Total;Cataluña;Medicinas para el corazón;No recetado;0,00
Ambos sexos;Total;Cataluña;Medicinas para la tensión arterial;TOTAL;100,00
Ambos sexos;Total;Cataluña;Medicinas para la tensión arterial;Recetado;100,00
Ambos sexos;Total;Cataluña;Medicinas para la tensión arterial;No recetado;0,00
Ambos sexos;Total;Cataluña;Medicinas para el estómago y/o alteraciones digestivas;TOTAL;100,00
Ambos sexos;Total;Cataluña;Medicinas para el estómago y/o alteraciones digestivas;Recetado;97,85
Ambos sexos;Total;Cataluña;Medicinas para el estómago y/o alteraciones digestivas;No recetado;2,15
Ambos sexos;Total;Cataluña;Antidepresivos, estimulantes;TOTAL;100,00
Ambos sexos;Total;Cataluña;Antidepresivos, estimulantes;Recetado;100,00
Ambos sexos;Total;Cataluña;Antidepresivos, estimulantes;No recetado;0,00
Ambos sexos;Total;Cataluña;Píldoras para no quedar embarazada;TOTAL;0,00
Ambos sexos;Total;Cataluña;Píldoras para no quedar embarazada;Recetado;0,00
Ambos sexos;Total;Cataluña;Píldoras para no quedar embarazada;No recetado;0,00
Ambos sexos;Total;Cataluña;Hormonas para la menopausia;TOTAL;0,00
Ambos sexos;Total;Cataluña;Hormonas para la menopausia;Recetado;0,00
Ambos sexos;Total;Cataluña;Hormonas para la menopausia;No recetado;0,00
Ambos sexos;Total;Cataluña;Medicamentos para el colesterol;TOTAL;100,00
Ambos sexos;Total;Cataluña;Medicamentos para el colesterol;Recetado;99,89
Ambos sexos;Total;Cataluña;Medicamentos para el colesterol;No recetado;0,11
Ambos sexos;Total;Cataluña;Medicamentos para la diabetes;TOTAL;100,00
Ambos sexos;Total;Cataluña;Medicamentos para la diabetes;Recetado;100,00
Ambos sexos;Total;Cataluña;Medicamentos para la diabetes;No recetado;0,00
Ambos sexos;Total;Cataluña;Medicamentos para el tiroides;TOTAL;100,00
Ambos sexos;Total;Cataluña;Medicamentos para el tiroides;Recetado;98,20
Ambos sexos;Total;Cataluña;Medicamentos para el tiroides;No recetado;1,80
Ambos sexos;Total;Cataluña;Otros medicamentos;TOTAL;100,00
Ambos sexos;Total;Cataluña;Otros medicamentos;Recetado;94,98
Ambos sexos;Total;Cataluña;Otros medicamentos;No recetado;5,02
Ambos sexos;Total;Comunitat Valenciana;Medicinas para el catarro, gripe, garganta, bronquios;TOTAL;100,00
