Sexo;Total Nacional;Comunidades y Ciudades Autónomas;Tipo de medicamento;Sí o no;Total
Ambos sexos;Total;Cantabria;Laxantes;TOTAL;100,00
Ambos sexos;Total;Cantabria;Laxantes;Sí;0,67
Ambos sexos;Total;Cantabria;Laxantes;No;99,33
Ambos sexos;Total;Cantabria;Antibióticos;TOTAL;100,00
Ambos sexos;Total;Cantabria;Antibióticos;Sí;2,40
Ambos sexos;Total;Cantabria;Antibióticos;No;97,60
Ambos sexos;Total;Cantabria;Tranquilizantes, relajantes, pastillas para dormir;TOTAL;100,00
Ambos sexos;Total;Cantabria;Tranquilizantes, relajantes, pastillas para dormir;Sí;7,70
Ambos sexos;Total;Cantabria;Tranquilizantes, relajantes, pastillas para dormir;No;92,30
Ambos sexos;Total;Cantabria;Medicamentos para la alergia;TOTAL;100,00
Ambos sexos;Total;Cantabria;Medicamentos para la alergia;Sí;1,50
Ambos sexos;Total;Cantabria;Medicamentos para la alergia;No;98,50
Ambos sexos;Total;Cantabria;Medicinas para el reuma;TOTAL;100,00
Ambos sexos;Total;Cantabria;Medicinas para el reuma;Sí;3,42
Ambos sexos;Total;Cantabria;Medicinas para el reuma;No;96,58
Ambos sexos;Total;Cantabria;Medicinas para el corazón;TOTAL;100,00
Ambos sexos;Total;Cantabria;Medicinas para el corazón;Sí;6,03
Ambos sexos;Total;Cantabria;Medicinas para el corazón;No;93,97
Ambos sexos;Total;Cantabria;Medicinas para la tensión arterial;TOTAL;100,00
Ambos sexos;Total;Cantabria;Medicinas para la tensión arterial;Sí;19,36
Ambos sexos;Total;Cantabria;Medicinas para la tensión arterial;No;80,64
Ambos sexos;Total;Cantabria;Medicinas para el estómago y/o alteraciones digestivas;TOTAL;100,00
Ambos sexos;Total;Cantabria;Medicinas para el estómago y/o alteraciones digestivas;Sí;9,58
Ambos sexos;Total;Cantabria;Medicinas para el estómago y/o alteraciones digestivas;No;90,42
Ambos sexos;Total;Cantabria;Antidepresivos, estimulantes;TOTAL;100,00
Ambos sexos;Total;Cantabria;Antidepresivos, estimulantes;Sí;3,12
Ambos sexos;Total;Cantabria;Antidepresivos, estimulantes;No;96,88
Ambos sexos;Total;Cantabria;Píldoras para no quedar embarazada;TOTAL;0,00
Ambos sexos;Total;Cantabria;Píldoras para no quedar embarazada;Sí;0,00
Ambos sexos;Total;Cantabria;Píldoras para no quedar embarazada;No;0,00
Ambos sexos;Total;Cantabria;Hormonas para la menopausia;TOTAL;0,00
Ambos sexos;Total;Cantabria;Hormonas para la menopausia;Sí;0,00
Ambos sexos;Total;Cantabria;Hormonas para la menopausia;No;0,00
Ambos sexos;Total;Cantabria;Medicamentos para el colesterol;TOTAL;100,00
Ambos sexos;Total;Cantabria;Medicamentos para el colesterol;Sí;13,73
Ambos sexos;Total;Cantabria;Medicamentos para el colesterol;No;86,27
Ambos sexos;Total;Cantabria;Medicamentos para la diabetes;TOTAL;100,00
Ambos sexos;Total;Cantabria;Medicamentos para la diabetes;Sí;4,84
Ambos sexos;Total;Cantabria;Medicamentos para la diabetes;No;95,16
Ambos sexos;Total;Cantabria;Medicamentos para el tiroides;TOTAL;100,00
Ambos sexos;Total;Cantabria;Medicamentos para el tiroides;Sí;3,10
Ambos sexos;Total;Cantabria;Medicamentos para el tiroides;No;96,90
Ambos sexos;Total;Cantabria;Otros medicamentos;TOTAL;100,00
Ambos sexos;Total;Cantabria;Otros medicamentos;Sí;14,72
Ambos sexos;Total;Cantabria;Otros medicamentos;No;85,28
Ambos sexos;Total;Castilla y León;Medicinas para el catarro, gripe, garganta, bronquios;TOTAL;100,00
Ambos sexos;Total;Castilla y León;Medicinas para el catarro, gripe, garganta, bronquios;Sí;7,22
Ambos sexos;Total;Castilla y León;Medicinas para el catarro, gripe, garganta, bronquios;No;92,78
Ambos sexos;Total;Castilla y León;Medicinas para el dolor;TOTAL;100,00
Ambos sexos;Total;Castilla y León;Medicinas para el dolor;Sí;34,45
Ambos sexos;Total;Castilla y León;Medicinas para el dolor;No;65,55
Ambos sexos;Total;Castilla y León;Medicinas para bajar la fiebre;TOTAL;100,00
Ambos sexos;Total;Castilla y León;Medicinas para bajar la fiebre;Sí;2,34
Ambos sexos;Total;Castilla y León;Medicinas para bajar la fiebre;No;97,66
Ambos sexos;Total;Castilla y León;Reconstituyentes (vitaminas, minerales, tónicos);TOTAL;100,00
Ambos sexos;Total;Castilla y León;Reconstituyentes (vitaminas, minerales, tónicos);Sí;5,59
Ambos sexos;Total;Castilla y León;Reconstituyentes (vitaminas, minerales, tónicos);No;94,41
Ambos sexos;Total;Castilla y León;Laxantes;TOTAL;100,00
Ambos sexos;Total;Castilla y León;Laxantes;Sí;0,97
Ambos sexos;Total;Castilla y León;Laxantes;No;99,03
Ambos sexos;Total;Castilla y León;Antibióticos;TOTAL;100,00
Ambos sexos;Total;Castilla y León;Antibióticos;Sí;4,70
Ambos sexos;Total;Castilla y León;Antibióticos;No;95,30
Ambos sexos;Total;Castilla y León;Tranquilizantes, relajantes, pastillas para dormir;TOTAL;100,00
Ambos sexos;Total;Castilla y León;Tranquilizantes, relajantes, pastillas para dormir;Sí;13,47
Ambos sexos;Total;Castilla y León;Tranquilizantes, relajantes, pastillas para dormir;No;86,53
Ambos sexos;Total;Castilla y León;Medicamentos para la alergia;TOTAL;100,00
Ambos sexos;Total;Castilla y León;Medicamentos para la alergia;Sí;3,38
Ambos sexos;Total;Castilla y León;Medicamentos para la alergia;No;96,62
Ambos sexos;Total;Castilla y León;Medicinas para el reuma;TOTAL;100,00
Ambos sexos;Total;Castilla y León;Medicinas para el reuma;Sí;3,73
Ambos sexos;Total;Castilla y León;Medicinas para el reuma;No;96,27
Ambos sexos;Total;Castilla y León;Medicinas para el corazón;TOTAL;100,00
Ambos sexos;Total;Castilla y León;Medicinas para el corazón;Sí;6,11
Ambos sexos;Total;Castilla y León;Medicinas para el corazón;No;93,89
Ambos sexos;Total;Castilla y León;Medicinas para la tensión arterial;TOTAL;100,00
Ambos sexos;Total;Castilla y León;Medicinas para la tensión arterial;Sí;22,49
Ambos sexos;Total;Castilla y León;Medicinas para la tensión arterial;No;77,51
Ambos sexos;Total;Castilla y León;Medicinas para el estómago y/o alteraciones digestivas;TOTAL;100,00
Ambos sexos;Total;Castilla y León;Medicinas para el estómago y/o alteraciones digestivas;Sí;13,37
Ambos sexos;Total;Castilla y León;Medicinas para el estómago y/o alteraciones digestivas;No;86,63
Ambos sexos;Total;Castilla y León;Antidepresivos, estimulantes;TOTAL;100,00
Ambos sexos;Total;Castilla y León;Antidepresivos, estimulantes;Sí;4,51
Ambos sexos;Total;Castilla y León;Antidepresivos, estimulantes;No;95,49
Ambos sexos;Total;Castilla y León;Píldoras para no quedar embarazada;TOTAL;0,00
Ambos sexos;Total;Castilla y León;Píldoras para no quedar embarazada;Sí;0,00
Ambos sexos;Total;Castilla y León;Píldoras para no quedar embarazada;No;0,00
Ambos sexos;Total;Castilla y León;Hormonas para la menopausia;TOTAL;0,00
Ambos sexos;Total;Castilla y León;Hormonas para la menopausia;Sí;0,00
Ambos sexos;Total;Castilla y León;Hormonas para la menopausia;No;0,00
Ambos sexos;Total;Castilla y León;Medicamentos para el colesterol;TOTAL;100,00
Ambos sexos;Total;Castilla y León;Medicamentos para el colesterol;Sí;18,43
Ambos sexos;Total;Castilla y León;Medicamentos para el colesterol;No;81,57
Ambos sexos;Total;Castilla y León;Medicamentos para la diabetes;TOTAL;100,00
Ambos sexos;Total;Castilla y León;Medicamentos para la diabetes;Sí;9,06
Ambos sexos;Total;Castilla y León;Medicamentos para la diabetes;No;90,94
Ambos sexos;Total;Castilla y León;Medicamentos para el tiroides;TOTAL;100,00
Ambos sexos;Total;Castilla y León;Medicamentos para el tiroides;Sí;6,55
Ambos sexos;Total;Castilla y León;Medicamentos para el tiroides;No;93,45
Ambos sexos;Total;Castilla y León;Otros medicamentos;TOTAL;100,00
Ambos sexos;Total;Castilla y León;Otros medicamentos;Sí;16,98
Ambos sexos;Total;Castilla y León;Otros medicamentos;No;83,02
Ambos sexos;Total;Castilla-La Mancha;Medicinas para el catarro, gripe, garganta, bronquios;TOTAL;100,00
Ambos sexos;Total;Castilla-La Mancha;Medicinas para el catarro, gripe, garganta, bronquios;Sí;13,58
Ambos sexos;Total;Castilla-La Mancha;Medicinas para el catarro, gripe, garganta, bronquios;No;86,42
Ambos sexos;Total;Castilla-La Mancha;Medicinas para el dolor;TOTAL;100,00
Ambos sexos;Total;Castilla-La Mancha;Medicinas para el dolor;Sí;37,03
Ambos sexos;Total;Castilla-La Mancha;Medicinas para el dolor;No;62,97
Ambos sexos;Total;Castilla-La Mancha;Medicinas para bajar la fiebre;TOTAL;100,00
Ambos sexos;Total;Castilla-La Mancha;Medicinas para bajar la fiebre;Sí;4,09
Ambos sexos;Total;Castilla-La Mancha;Medicinas para bajar la fiebre;No;95,91
Ambos sexos;Total;Castilla-La Mancha;Reconstituyentes (vitaminas, minerales, tónicos);TOTAL;100,00
Ambos sexos;Total;Castilla-La Mancha;Reconstituyentes (vitaminas, minerales, tónicos);Sí;4,16
Ambos sexos;Total;Castilla-La Mancha;Reconstituyentes (vitaminas, minerales, tónicos);No;95,84
Ambos sexos;Total;Castilla-La Mancha;Laxantes;TOTAL;100,00
Ambos sexos;Total;Castilla-La Mancha;Laxantes;Sí;0,82
Ambos sexos;Total;Castilla-La Mancha;Laxantes;No;99,18
Ambos sexos;Total;Castilla-La Mancha;Antibióticos;TOTAL;100,00
Ambos sexos;Total;Castilla-La Mancha;Antibióticos;Sí;2,69
Ambos sexos;Total;Castilla-La Mancha;Antibióticos;No;97,31
Ambos sexos;Total;Castilla-La Mancha;Tranquilizantes, relajantes, pastillas para dormir;TOTAL;100,00
Ambos sexos;Total;Castilla-La Mancha;Tranquilizantes, relajantes, pastillas para dormir;Sí;8,53
Ambos sexos;Total;Castilla-La Mancha;Tranquilizantes, relajantes, pastillas para dormir;No;91,47
Ambos sexos;Total;Castilla-La Mancha;Medicamentos para la alergia;TOTAL;100,00
Ambos sexos;Total;Castilla-La Mancha;Medicamentos para la alergia;Sí;2,23
Ambos sexos;Total;Castilla-La Mancha;Medicamentos para la alergia;No;97,77
Ambos sexos;Total;Castilla-La Mancha;Medicinas para el reuma;TOTAL;100,00
Ambos sexos;Total;Castilla-La Mancha;Medicinas para el reuma;Sí;1,50
Ambos sexos;Total;Castilla-La Mancha;Medicinas para el reuma;No;98,50
Ambos sexos;Total;Castilla-La Mancha;Medicinas para el corazón;TOTAL;100,00
Ambos sexos;Total;Castilla-La Mancha;Medicinas para el corazón;Sí;4,86
Ambos sexos;Total;Castilla-La Mancha;Medicinas para el corazón;No;95,14
Ambos sexos;Total;Castilla-La Mancha;Medicinas para la tensión arterial;TOTAL;100,00
Ambos sexos;Total;Castilla-La Mancha;Medicinas para la tensión arterial;Sí;18,39
Ambos sexos;Total;Castilla-La Mancha;Medicinas para la tensión arterial;No;81,61
Ambos sexos;Total;Castilla-La Mancha;Medicinas para el estómago y/o alteraciones digestivas;TOTAL;100,00
Ambos sexos;Total;Castilla-La Mancha;Medicinas para el estómago y/o alteraciones digestivas;Sí;12,24
Ambos sexos;Total;Castilla-La Mancha;Medicinas para el estómago y/o alteraciones digestivas;No;87,76
Ambos sexos;Total;Castilla-La Mancha;Antidepresivos, estimulantes;TOTAL;100,00
Ambos sexos;Total;Castilla-La Mancha;Antidepresivos, estimulantes;Sí;4,24
Ambos sexos;Total;Castilla-La Mancha;Antidepresivos, estimulantes;No;95,76
Ambos sexos;Total;Castilla-La Mancha;Píldoras para no quedar embarazada;TOTAL;0,00
Ambos sexos;Total;Castilla-La Mancha;Píldoras para no quedar embarazada;Sí;0,00
Ambos sexos;Total;Castilla-La Mancha;Píldoras para no quedar embarazada;No;0,00
Ambos sexos;Total;Castilla-La Mancha;Hormonas para la menopausia;TOTAL;0,00
Ambos sexos;Total;Castilla-La Mancha;Hormonas para la menopausia;Sí;0,00
Ambos sexos;Total;Castilla-La Mancha;Hormonas para la menopausia;No;0,00
Ambos sexos;Total;Castilla-La Mancha;Medicamentos para el colesterol;TOTAL;100,00
Ambos sexos;Total;Castilla-La Mancha;Medicamentos para el colesterol;Sí;13,19
Ambos sexos;Total;Castilla-La Mancha;Medicamentos para el colesterol;No;86,81
Ambos sexos;Total;Castilla-La Mancha;Medicamentos para la diabetes;TOTAL;100,00
Ambos sexos;Total;Castilla-La Mancha;Medicamentos para la diabetes;Sí;7,34
Ambos sexos;Total;Castilla-La Mancha;Medicamentos para la diabetes;No;92,66
Ambos sexos;Total;Castilla-La Mancha;Medicamentos para el tiroides;TOTAL;100,00
Ambos sexos;Total;Castilla-La Mancha;Medicamentos para el tiroides;Sí;3,87
Ambos sexos;Total;Castilla-La Mancha;Medicamentos para el tiroides;No;96,13
Ambos sexos;Total;Castilla-La Mancha;Otros medicamentos;TOTAL;100,00
Ambos sexos;Total;Castilla-La Mancha;Otros medicamentos;Sí;13,03
Ambos sexos;Total;Castilla-La Mancha;Otros medicamentos;No;86,97
Ambos sexos;Total;Cataluña;Medicinas para el catarro, gripe, garganta, bronquios;TOTAL;100,00
Ambos sexos;Total;Cataluña;Medicinas para el catarro, gripe, garganta, bronquios;Sí;6,96
Ambos sexos;Total;Cataluña;Medicinas para el catarro, gripe, garganta, bronquios;No;93,04
Ambos sexos;Total;Cataluña;Medicinas para el dolor;TOTAL;100,00
Ambos sexos;Total;Cataluña;Medicinas para el dolor;Sí;25,80
Ambos sexos;Total;Cataluña;Medicinas para el dolor;No;74,20
Ambos sexos;Total;Cataluña;Medicinas para bajar la fiebre;TOTAL;100,00
Ambos sexos;Total;Cataluña;Medicinas para bajar la fiebre;Sí;1,81
Ambos sexos;Total;Cataluña;Medicinas para bajar la fiebre;No;98,19
Ambos sexos;Total;Cataluña;Reconstituyentes (vitaminas, minerales, tónicos);TOTAL;100,00
Ambos sexos;Total;Cataluña;Reconstituyentes (vitaminas, minerales, tónicos);Sí;6,73
Ambos sexos;Total;Cataluña;Reconstituyentes (vitaminas, minerales, tónicos);No;93,27
Ambos sexos;Total;Cataluña;Laxantes;TOTAL;100,00
Ambos sexos;Total;Cataluña;Laxantes;Sí;1,88
Ambos sexos;Total;Cataluña;Laxantes;No;98,12
Ambos sexos;Total;Cataluña;Antibióticos;TOTAL;100,00
Ambos sexos;Total;Cataluña;Antibióticos;Sí;3,10
Ambos sexos;Total;Cataluña;Antibióticos;No;96,90
Ambos sexos;Total;Cataluña;Tranquilizantes, relajantes, pastillas para dormir;TOTAL;100,00
Ambos sexos;Total;Cataluña;Tranquilizantes, relajantes, pastillas para dormir;Sí;9,37
Ambos sexos;Total;Cataluña;Tranquilizantes, relajantes, pastillas para dormir;No;90,63
Ambos sexos;Total;Cataluña;Medicamentos para la alergia;TOTAL;100,00
Ambos sexos;Total;Cataluña;Medicamentos para la alergia;Sí;3,41
Ambos sexos;Total;Cataluña;Medicamentos para la alergia;No;96,59
Ambos sexos;Total;Cataluña;Medicinas para el reuma;TOTAL;100,00
Ambos sexos;Total;Cataluña;Medicinas para el reuma;Sí;1,24
Ambos sexos;Total;Cataluña;Medicinas para el reuma;No;98,76
Ambos sexos;Total;Cataluña;Medicinas para el corazón;TOTAL;100,00
Ambos sexos;Total;Cataluña;Medicinas para el corazón;Sí;4,42
Ambos sexos;Total;Cataluña;Medicinas para el corazón;No;95,58
Ambos sexos;Total;Cataluña;Medicinas para la tensión arterial;TOTAL;100,00
Ambos sexos;Total;Cataluña;Medicinas para la tensión arterial;Sí;16,06
Ambos sexos;Total;Cataluña;Medicinas para la tensión arterial;No;83,94
Ambos sexos;Total;Cataluña;Medicinas para el estómago y/o alteraciones digestivas;TOTAL;100,00
Ambos sexos;Total;Cataluña;Medicinas para el estómago y/o alteraciones digestivas;Sí;7,65
Ambos sexos;Total;Cataluña;Medicinas para el estómago y/o alteraciones digestivas;No;92,35
Ambos sexos;Total;Cataluña;Antidepresivos, estimulantes;TOTAL;100,00
Ambos sexos;Total;Cataluña;Antidepresivos, estimulantes;Sí;4,22
Ambos sexos;Total;Cataluña;Antidepresivos, estimulantes;No;95,78
Ambos sexos;Total;Cataluña;Píldoras para no quedar embarazada;TOTAL;0,00
Ambos sexos;Total;Cataluña;Píldoras para no quedar embarazada;Sí;0,00
Ambos sexos;Total;Cataluña;Píldoras para no quedar embarazada;No;0,00
Ambos sexos;Total;Cataluña;Hormonas para la menopausia;TOTAL;0,00
Ambos sexos;Total;Cataluña;Hormonas para la menopausia;Sí;0,00
Ambos sexos;Total;Cataluña;Hormonas para la menopausia;No;0,00
Ambos sexos;Total;Cataluña;Medicamentos para el colesterol;TOTAL;100,00
Ambos sexos;Total;Cataluña;Medicamentos para el colesterol;Sí;9,09
Ambos sexos;Total;Cataluña;Medicamentos para el colesterol;No;90,91
Ambos sexos;Total;Cataluña;Medicamentos para la diabetes;TOTAL;100,00
Ambos sexos;Total;Cataluña;Medicamentos para la diabetes;Sí;5,80
Ambos sexos;Total;Cataluña;Medicamentos para la diabetes;No;94,20
Ambos sexos;Total;Cataluña;Medicamentos para el tiroides;TOTAL;100,00
Ambos sexos;Total;Cataluña;Medicamentos para el tiroides;Sí;3,92
Ambos sexos;Total;Cataluña;Medicamentos para el tiroides;No;96,08
Ambos sexos;Total;Cataluña;Otros medicamentos;TOTAL;100,00
Ambos sexos;Total;Cataluña;Otros medicamentos;Sí;9,32
Ambos sexos;Total;Cataluña;Otros medicamentos;No;90,68
Ambos sexos;Total;Comunitat Valenciana;Medicinas para el catarro, gripe, garganta, bronquios;TOTAL;100,00
Ambos sexos;Total;Comunitat Valenciana;Medicinas para el catarro, gripe, garganta, bronquios;Sí;8,28
Ambos sexos;Total;Comunitat Valenciana;Medicinas para el catarro, gripe, garganta, bronquios;No;91,72
Ambos sexos;Total;Comunitat Valenciana;Medicinas para el dolor;TOTAL;100,00
Ambos sexos;Total;Comunitat Valenciana;Medicinas para el dolor;Sí;38,97
Ambos sexos;Total;Comunitat Valenciana;Medicinas para el dolor;No;61,03
Ambos sexos;Total;Comunitat Valenciana;Medicinas para bajar la fiebre;TOTAL;100,00
Ambos sexos;Total;Comunitat Valenciana;Medicinas para bajar la fiebre;Sí;2,52
Ambos sexos;Total;Comunitat Valenciana;Medicinas para bajar la fiebre;No;97,48
Ambos sexos;Total;Comunitat Valenciana;Reconstituyentes (vitaminas, minerales, tónicos);TOTAL;100,00
Ambos sexos;Total;Comunitat Valenciana;Reconstituyentes (vitaminas, minerales, tónicos);Sí;11,07
Ambos sexos;Total;Comunitat Valenciana;Reconstituyentes (vitaminas, minerales, tónicos);No;88,93
Ambos sexos;Total;Comunitat Valenciana;Laxantes;TOTAL;100,00
Ambos sexos;Total;Comunitat Valenciana;Laxantes;Sí;2,34
Ambos sexos;Total;Comunitat Valenciana;Laxantes;No;97,66
Ambos sexos;Total;Comunitat Valenciana;Antibióticos;TOTAL;100,00
Ambos sexos;Total;Comunitat Valenciana;Antibióticos;Sí;3,91
Ambos sexos;Total;Comunitat Valenciana;Antibióticos;No;96,09
Ambos sexos;Total;Comunitat Valenciana;Tranquilizantes, relajantes, pastillas para dormir;TOTAL;100,00
Ambos sexos;Total;Comunitat Valenciana;Tranquilizantes, relajantes, pastillas para dormir;Sí;14,54
Ambos sexos;Total;Comunitat Valenciana;Tranquilizantes, relajantes, pastillas para dormir;No;85,46
Ambos sexos;Total;Comunitat Valenciana;Medicamentos para la alergia;TOTAL;100,00
Ambos sexos;Total;Comunitat Valenciana;Medicamentos para la alergia;Sí;3,98
Ambos sexos;Total;Comunitat Valenciana;Medicamentos para la alergia;No;96,02
Ambos sexos;Total;Comunitat Valenciana;Medicinas para el reuma;TOTAL;100,00
Ambos sexos;Total;Comunitat Valenciana;Medicinas para el reuma;Sí;1,57
Ambos sexos;Total;Comunitat Valenciana;Medicinas para el reuma;No;98,43
Ambos sexos;Total;Comunitat Valenciana;Medicinas para el corazón;TOTAL;100,00
Ambos sexos;Total;Comunitat Valenciana;Medicinas para el corazón;Sí;6,87
Ambos sexos;Total;Comunitat Valenciana;Medicinas para el corazón;No;93,13
Ambos sexos;Total;Comunitat Valenciana;Medicinas para la tensión arterial;TOTAL;100,00
Ambos sexos;Total;Comunitat Valenciana;Medicinas para la tensión arterial;Sí;20,74
Ambos sexos;Total;Comunitat Valenciana;Medicinas para la tensión arterial;No;79,26
Ambos sexos;Total;Comunitat Valenciana;Medicinas para el estómago y/o alteraciones digestivas;TOTAL;100,00
